,Street Address,Bed,Bath,Listing Area,Certificate,Jakarta Division,Price
13018,Kalisari,3,2,100,SHM - Sertifikat Hak Milik,EAST,850000000.0
16961,Tanjung Duren,3,2,130,SHM - Sertifikat Hak Milik,WEST,1400000000.0
7359,Rawamangun,3,3,100,SHM - Sertifikat Hak Milik,EAST,1300000000.0
9681,Kelapa Gading,5,4,220,SHM - Sertifikat Hak Milik,NORTH,5500000000.0
17933,Cipayung,4,3,200,SHM - Sertifikat Hak Milik,EAST,2300000000.0
12731,Lubang Buaya,3,2,70,SHM - Sertifikat Hak Milik,EAST,1225000000.0
718,Johar Baru,2,3,227,SHM - Sertifikat Hak Milik,CENTRAL,4500000000.0
16509,Jelambar,4,4,69,SHM - Sertifikat Hak Milik,WEST,2700000000.0
199,Tanah Abang,2,2,130,Warisan,CENTRAL,7000000000.0
9128,Pantai Indah Kapuk,3,3,160,SHM - Sertifikat Hak Milik,NORTH,4700000000.0
12058,Kali Deres,3,2,190,SHM - Sertifikat Hak Milik,WEST,1850000000.0
17522,Kampung Ambon,3,2,80,SHM - Sertifikat Hak Milik,EAST,1850000000.0
13785,Duren Sawit,5,4,256,SHM - Sertifikat Hak Milik,EAST,3500000000.0
2754,Jelambar,3,3,154,SHGB - Hak Guna Bangunan,WEST,1750000000.0
1829,Roxy,3,3,236,SHM - Sertifikat Hak Milik,CENTRAL,3500000000.0
659,Bekasi,3,3,118,SHGB - Hak Guna Bangunan,CENTRAL,2144948410.0
22470,Kelapa Gading,5,4,364,SHM - Sertifikat Hak Milik,NORTH,4600000000.0
12174,Puri Mansion,4,4,265,SHM - Sertifikat Hak Milik,WEST,4500000000.0
10616,Kelapa Gading,4,3,96,SHGB - Hak Guna Bangunan,CENTRAL,1600000000.0
20344,Kali Deres,3,2,132,SHM - Sertifikat Hak Milik,WEST,2900012322.0
17902,Jatinegara,2,1,60,SHM - Sertifikat Hak Milik,EAST,925000000.0
15729,Glodok,2,2,147,SHM - Sertifikat Hak Milik,CENTRAL,2190000000.0
9430,Muara Karang,3,3,180,SHM - Sertifikat Hak Milik,NORTH,3500000000.0
15400,Petojo Utara,4,4,250,SHM - Sertifikat Hak Milik,CENTRAL,3850000000.0
9898,Sunter,4,3,170,SHM - Sertifikat Hak Milik,NORTH,5900000000.0
17049,Jelambar,3,3,216,SHM - Sertifikat Hak Milik,WEST,2800000000.0
11481,Puri Indah,4,2,150,SHM - Sertifikat Hak Milik,WEST,2300000000.0
8606,Pluit,2,2,150,SHM - Sertifikat Hak Milik,NORTH,4200000000.0
4019,Lebak Bulus,3,3,204,PPJB - Perjanjian Pengikatan Jual Beli,SOUTH,4000000000.0
6868,Rawamangun,5,3,270,SHM - Sertifikat Hak Milik,EAST,5500000000.0
14554,Teluk Gong,4,3,100,SHM - Sertifikat Hak Milik,NORTH,3500000000.0
22464,Sunter,4,3,275,SHM - Sertifikat Hak Milik,NORTH,4000000000.0
10999,Cengkareng,2,3,108,SHM - Sertifikat Hak Milik,WEST,2700000000.0
2924,Kebon Jeruk,3,2,200,SHM - Sertifikat Hak Milik,WEST,6500000000.0
200,Kemayoran,5,2,140,SHM - Sertifikat Hak Milik,CENTRAL,1850000000.0
22528,Kelapa Gading,4,4,250,SHM - Sertifikat Hak Milik,NORTH,4000000000.0
21394,Condet,3,3,110,SHM - Sertifikat Hak Milik,EAST,1000000000.0
7125,Cakung,3,1,100,SHM - Sertifikat Hak Milik,EAST,1400000000.0
20667,Cengkareng,4,3,145,SHGB - Hak Guna Bangunan,WEST,2100000000.0
6588,Rawamangun,4,4,200,SHM - Sertifikat Hak Milik,EAST,4500000000.0
7956,Kamal,3,3,80,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,4000000000.0
5836,Jagakarsa,4,4,220,SHM - Sertifikat Hak Milik,SOUTH,3176500000.0
9837,Pantai Indah Kapuk,3,3,160,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,5200000000.0
18711,Pantai Indah Kapuk,3,3,75,Sertifikat Belum Pecah,NORTH,2450000000.0
2113,Citra Garden,2,2,53,Sertifikat Belum Pecah,WEST,1600000000.0
18714,Pantai Indah Kapuk,3,3,170,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,3930000000.0
16842,Jelambar,3,3,250,SHM - Sertifikat Hak Milik,WEST,3350000000.0
13803,Pondok Kelapa,4,3,100,SHM - Sertifikat Hak Milik,EAST,2450000000.0
39,Gunung Sahari,4,3,300,SHM - Sertifikat Hak Milik,CENTRAL,2700000000.0
20301,Green Ville,3,3,40,SHM - Sertifikat Hak Milik,WEST,1390000000.0
7102,Cibubur,5,3,280,SHM - Sertifikat Hak Milik,EAST,2800000000.0
14350,Pantai Indah Kapuk,3,3,200,SHM - Sertifikat Hak Milik,NORTH,4500000000.0
826,Cempaka Putih,4,2,90,SHM - Sertifikat Hak Milik,CENTRAL,1600000000.0
21635,Pondok Kelapa,5,4,200,SHM - Sertifikat Hak Milik,EAST,4800000000.0
13830,Lubang Buaya,3,2,79,SHM - Sertifikat Hak Milik,EAST,990000000.0
18388,Pulomas,3,3,160,SHM - Sertifikat Hak Milik,EAST,3800000000.0
13164,Cipayung,3,3,90,SHM - Sertifikat Hak Milik,EAST,1300000000.0
4077,Cilandak,4,3,140,SHM - Sertifikat Hak Milik,SOUTH,4900000000.0
11912,Cengkareng,4,3,130,SHM - Sertifikat Hak Milik,WEST,2200000000.0
13319,Rawamangun,3,3,68,SHM - Sertifikat Hak Milik,EAST,1477000000.0
12239,Cengkareng,3,2,60,PPJB - Perjanjian Pengikatan Jual Beli,WEST,1500000000.0
11378,Kali Deres,3,3,125,SHM - Sertifikat Hak Milik,WEST,2350000000.0
10022,Senen,3,3,50,SHM - Sertifikat Hak Milik,CENTRAL,780000000.0
2215,Puri Mansion,4,4,270,SHM - Sertifikat Hak Milik,WEST,4100000000.0
11656,Duri Kepa,3,2,300,SHM - Sertifikat Hak Milik,WEST,4500000000.0
16837,Jelambar,4,3,200,SHM - Sertifikat Hak Milik,WEST,2700000000.0
17561,Cipayung,3,3,60,SHM - Sertifikat Hak Milik,EAST,909000000.0
20844,Duren Sawit,4,3,85,SHM - Sertifikat Hak Milik,EAST,966000000.0
12581,Cipinang,2,2,54,SHM - Sertifikat Hak Milik,EAST,864690000.0
13300,Cipayung,3,2,150,SHM - Sertifikat Hak Milik,EAST,900000000.0
7087,Cipinang,4,2,160,SHM - Sertifikat Hak Milik,EAST,2300000000.0
3324,Grogol Petamburan,3,2,200,SHM - Sertifikat Hak Milik,WEST,5800000000.0
30,Kemayoran,2,2,40,SHM - Sertifikat Hak Milik,CENTRAL,470000000.0
3915,Kebon Jeruk,2,1,135,SHGB - Hak Guna Bangunan,WEST,1800000000.0
10336,Tanah Abang,2,1,36,SHM - Sertifikat Hak Milik,CENTRAL,270000000.0
22002,Pantai Indah Kapuk,3,2,90,Surat Ijo / Surat Hijau,NORTH,3100000000.0
3953,Taman Ratu,3,3,110,SHM - Sertifikat Hak Milik,WEST,1690000000.0
7485,Kota Wisata Cibubur,4,4,270,SHM - Sertifikat Hak Milik,EAST,3840000000.0
4119,Kemang,4,4,344,SHM - Sertifikat Hak Milik,SOUTH,6500000000.0
16708,Duri Kosambi,3,2,120,SHM - Sertifikat Hak Milik,WEST,2200000000.0
3084,Kebon Jeruk,4,3,240,SHGB - Hak Guna Bangunan,WEST,2200000000.0
20600,Tanjung Duren,3,2,130,SHM - Sertifikat Hak Milik,WEST,1900000000.0
20052,Duri Kepa,3,2,296,Sertifikat Belum Pecah,WEST,4700000000.0
10060,Kemayoran,3,2,86,SHM - Sertifikat Hak Milik,CENTRAL,985000000.0
17459,Jakarta Garden City/JGC,3,3,115,SHM - Sertifikat Hak Milik,EAST,4000000000.0
17565,Cipayung,2,1,30,SHM - Sertifikat Hak Milik,EAST,550000000.0
10835,Kemayoran,2,2,42,SHM - Sertifikat Hak Milik,CENTRAL,516400000.0
18235,Jakarta Garden City/JGC,3,2,87,PPJB - Perjanjian Pengikatan Jual Beli,EAST,2050000000.0
4076,Jagakarsa,4,4,150,SHM - Sertifikat Hak Milik,SOUTH,2350000000.0
15205,Pantai Indah Kapuk,3,3,120,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,4400000000.0
16139,Angke,3,2,137,SHM - Sertifikat Hak Milik,WEST,2950000000.0
4688,Kalibata,5,4,210,SHM - Sertifikat Hak Milik,SOUTH,3900000000.0
19921,Tanjung Duren,3,2,150,SHM - Sertifikat Hak Milik,WEST,2700000000.0
10159,Cempaka Putih,2,2,58,SHM - Sertifikat Hak Milik,CENTRAL,1265000000.0
10991,Kebon Jeruk,4,4,250,SHM - Sertifikat Hak Milik,WEST,4900000000.0
6125,Matraman,2,2,40,SHM - Sertifikat Hak Milik,EAST,491057044.0
17647,Taman Mini,4,3,120,SHM - Sertifikat Hak Milik,EAST,1750000000.0
211,Kemayoran,4,4,190,SHM - Sertifikat Hak Milik,CENTRAL,2400000000.0
14753,Kelapa Gading,5,4,218,SHM - Sertifikat Hak Milik,NORTH,5381236767.0
17611,Cilangkap,3,2,60,SHM - Sertifikat Hak Milik,EAST,909480000.0
18439,Pantai Indah Kapuk,4,4,170,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,4350000000.0
1208,Petojo Utara,4,3,350,SHM - Sertifikat Hak Milik,CENTRAL,6250000000.0
17375,Cakung,2,2,100,SHM - Sertifikat Hak Milik,EAST,1650000000.0
1076,Sawah Besar,2,1,80,SHGB - Hak Guna Bangunan,CENTRAL,625000000.0
11371,Citra Garden,4,2,150,SHM - Sertifikat Hak Milik,WEST,2400000000.0
16682,Duri Kepa,3,2,132,SHM - Sertifikat Hak Milik,WEST,2912381999.0
17424,Cakung,3,3,230,SHGB - Hak Guna Bangunan,EAST,3000000000.0
17100,Permata Buana,4,3,260,SHM - Sertifikat Hak Milik,WEST,4800000000.0
13618,Pondok Bambu,3,2,110,SHM - Sertifikat Hak Milik,EAST,1500000000.0
3732,Cengkareng,3,2,90,SHM - Sertifikat Hak Milik,WEST,2500000000.0
21238,Pondok Kelapa,4,2,190,SHM - Sertifikat Hak Milik,EAST,2500000000.0
7405,Pondok Bambu,4,4,160,SHM - Sertifikat Hak Milik,EAST,2200000000.0
21240,Duren Sawit,3,2,72,SHM - Sertifikat Hak Milik,EAST,1300000000.0
13233,Cakung,4,4,118,SHGB - Hak Guna Bangunan,EAST,2500000000.0
14213,Sunter,3,2,270,SHM - Sertifikat Hak Milik,NORTH,3500000000.0
9824,Pantai Indah Kapuk,4,4,260,SHM - Sertifikat Hak Milik,NORTH,5400000000.0
12547,Cibubur,3,1,103,SHM - Sertifikat Hak Milik,EAST,550000000.0
7197,Cibubur,4,3,150,SHM - Sertifikat Hak Milik,EAST,1150000000.0
9242,Kelapa Gading,3,1,100,SHM - Sertifikat Hak Milik,NORTH,1900000000.0
20716,Citra Garden,4,3,240,SHM - Sertifikat Hak Milik,WEST,2100000000.0
40,Kemayoran,3,3,150,SHM - Sertifikat Hak Milik,CENTRAL,1850000000.0
5473,Pondok Labu,3,3,320,SHM - Sertifikat Hak Milik,SOUTH,5000000000.0
5994,Cakung,3,2,79,PPJB - Perjanjian Pengikatan Jual Beli,EAST,1900000000.0
14712,Pantai Indah Kapuk,2,2,90,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,1750000000.0
10530,Menteng,4,4,257,SHM - Sertifikat Hak Milik,CENTRAL,5329900000.0
14097,Pantai Indah Kapuk,3,3,60,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,2700000000.0
22324,Pantai Indah Kapuk,3,3,135,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,2850000000.0
2220,Taman Palem,3,2,140,SHM - Sertifikat Hak Milik,WEST,2200000000.0
18224,Pulo Gebang,3,3,69,SHM - Sertifikat Hak Milik,EAST,1750000000.0
330,Cideng,5,2,150,SHM - Sertifikat Hak Milik,CENTRAL,4300000000.0
19495,Bendungan Hilir,2,2,36,SHM - Sertifikat Hak Milik,CENTRAL,3500000000.0
6007,Jatinegara,3,3,58,SHM - Sertifikat Hak Milik,EAST,796000000.0
13588,Pulo Gebang,3,3,180,SHM - Sertifikat Hak Milik,EAST,1950000000.0
2398,Tomang,3,3,120,SHM - Sertifikat Hak Milik,WEST,2290000000.0
16786,Cengkareng,4,4,250,SHM - Sertifikat Hak Milik,WEST,4000000000.0
10823,Kemayoran,3,3,194,SHM - Sertifikat Hak Milik,CENTRAL,1650000000.0
17795,Pondok Kelapa,5,3,300,SHM - Sertifikat Hak Milik,EAST,3700000000.0
15396,Kemayoran,3,2,247,SHM - Sertifikat Hak Milik,CENTRAL,5357000000.0
7387,Cipayung,2,2,61,SHM - Sertifikat Hak Milik,EAST,875000000.0
6998,Condet,4,3,220,SHM - Sertifikat Hak Milik,EAST,2400000000.0
19107,Teluk Gong,3,2,50,SHGB - Hak Guna Bangunan,NORTH,625000000.0
21743,Cakung,3,4,115,PPJB - Perjanjian Pengikatan Jual Beli,EAST,3000000000.0
22348,Pantai Indah Kapuk,4,3,157,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,4700000000.0
15336,Kelapa Gading,4,3,90,SHGB - Hak Guna Bangunan,NORTH,2500000000.0
11363,Taman Sari,2,2,37,SHM - Sertifikat Hak Milik,WEST,470000000.0
574,Johar Baru,3,2,50,SHM - Sertifikat Hak Milik,CENTRAL,650000000.0
16636,Kebon Jeruk,4,3,108,SHM - Sertifikat Hak Milik,WEST,1670000000.0
8108,Sunter,2,2,132,SHM - Sertifikat Hak Milik,NORTH,2600000000.0
14460,Kelapa Gading,4,2,76,SHM - Sertifikat Hak Milik,NORTH,1700000000.0
1275,Cempaka Putih,4,3,203,SHM - Sertifikat Hak Milik,CENTRAL,6500000000.0
6892,Cibubur,2,1,110,SHM - Sertifikat Hak Milik,EAST,1500000000.0
14494,Kapuk Muara,3,3,90,SHM - Sertifikat Hak Milik,NORTH,2500000000.0
2817,Daan Mogot,4,3,218,SHM - Sertifikat Hak Milik,WEST,3250000000.0
11379,Cengkareng,2,2,88,SHM - Sertifikat Hak Milik,WEST,2025000000.0
9648,Penjaringan,2,2,62,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,1225000000.0
18167,Condet,3,2,100,AJB - Akta Jual Beli,EAST,1100000000.0
7804,Pulo Gebang,3,1,100,SHM - Sertifikat Hak Milik,EAST,1390000000.0
13786,Duren Sawit,4,2,72,SHGB - Hak Guna Bangunan,EAST,2300000000.0
6856,Cipayung,4,3,145,SHM - Sertifikat Hak Milik,EAST,2295000000.0
17291,Pondok Kelapa,5,4,250,SHM - Sertifikat Hak Milik,EAST,3550000000.0
2863,Taman Palem,3,4,360,SHM - Sertifikat Hak Milik,WEST,5000000000.0
6935,Condet,3,3,120,SHM - Sertifikat Hak Milik,EAST,1850000000.0
7451,Kalimalang,3,2,100,SHM - Sertifikat Hak Milik,EAST,1450000000.0
8471,Tanjung Priok,2,2,59,SHM - Sertifikat Hak Milik,NORTH,780000000.0
11441,Duri Kosambi,4,3,250,AJB - Akta Jual Beli,WEST,5300000000.0
14749,Kelapa Gading,3,2,119,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,3100000000.0
10381,Thamrin,4,4,200,SHM - Sertifikat Hak Milik,CENTRAL,3400000000.0
11765,Cengkareng,3,3,144,SHM - Sertifikat Hak Milik,WEST,1650000000.0
20531,Kali Deres,4,2,150,SHM - Sertifikat Hak Milik,WEST,2400000000.0
18537,Kelapa Gading,5,4,108,SHM - Sertifikat Hak Milik,NORTH,3300000000.0
5605,Ciganjur,4,4,170,SHM - Sertifikat Hak Milik,SOUTH,3250000000.0
15379,Petojo Utara,4,2,100,SHM - Sertifikat Hak Milik,CENTRAL,4000000000.0
3750,Tanjung Duren,3,3,100,SHM - Sertifikat Hak Milik,WEST,1250000000.0
6771,Duren Sawit,5,4,170,SHM - Sertifikat Hak Milik,EAST,3400000000.0
492,Kemayoran,5,2,140,SHM - Sertifikat Hak Milik,CENTRAL,1850000000.0
16660,Jelambar,3,2,120,SHM - Sertifikat Hak Milik,WEST,1550000000.0
6627,Pondok Kelapa,5,3,242,SHM - Sertifikat Hak Milik,EAST,2100000000.0
9836,Pantai Indah Kapuk,3,3,150,SHM - Sertifikat Hak Milik,NORTH,3200000000.0
6323,Pondok Kelapa,3,2,208,SHM - Sertifikat Hak Milik,EAST,2600000000.0
1173,Sudirman,3,2,55,SHM - Sertifikat Hak Milik,CENTRAL,900000000.0
3573,Palmerah,4,2,250,SHM - Sertifikat Hak Milik,WEST,3200000000.0
9729,Kelapa Gading,3,3,200,SHM - Sertifikat Hak Milik,NORTH,3100000000.0
2733,Taman Ratu,4,3,180,SHM - Sertifikat Hak Milik,WEST,2850000000.0
13403,Cipayung,4,3,92,SHM - Sertifikat Hak Milik,EAST,1799000000.0
1674,Cempaka Putih,5,3,140,SHM - Sertifikat Hak Milik,CENTRAL,2750000000.0
18542,Kelapa Gading,5,4,250,SHM - Sertifikat Hak Milik,NORTH,4850000000.0
15589,Cempaka Putih,3,3,124,SHM - Sertifikat Hak Milik,CENTRAL,2400000000.0
19137,Pantai Indah Kapuk,2,1,120,SHM - Sertifikat Hak Milik,NORTH,1700000000.0
7383,Condet,4,4,120,SHM - Sertifikat Hak Milik,EAST,1620000000.0
21766,Cipayung,2,1,36,SHM - Sertifikat Hak Milik,EAST,325000000.0
3656,Cengkareng,2,2,135,SHGB - Hak Guna Bangunan,WEST,1495000000.0
22072,Kelapa Gading,3,2,120,SHM - Sertifikat Hak Milik,NORTH,1900000000.0
22099,Pantai Indah Kapuk,3,2,180,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,3000000000.0
17249,Pondok Gede,4,3,170,SHM - Sertifikat Hak Milik,EAST,1800000000.0
17026,Jl. Daan Mogot Raya,5,3,280,SHM - Sertifikat Hak Milik,WEST,4000000000.0
11485,Cengkareng,2,2,57,SHM - Sertifikat Hak Milik,WEST,1450000000.0
2093,Cengkareng,3,3,125,SHM - Sertifikat Hak Milik,WEST,2500000000.0
12013,Kebon Jeruk,3,2,50,SHM - Sertifikat Hak Milik,WEST,650000000.0
12699,Taman Modern,3,3,250,SHM - Sertifikat Hak Milik,EAST,2800000000.0
7382,Condet,4,3,103,SHM - Sertifikat Hak Milik,EAST,1850000000.0
7602,Cipayung,2,2,69,SHM - Sertifikat Hak Milik,EAST,855000000.0
20220,Jl. Kembangan Raya,4,2,160,SHM - Sertifikat Hak Milik,WEST,4800000000.0
7178,Cakung,2,2,57,SHM - Sertifikat Hak Milik,EAST,2500000000.0
13123,Duren Sawit,3,2,168,SHM - Sertifikat Hak Milik,EAST,2400000000.0
14754,Muara Karang,3,3,90,SHM - Sertifikat Hak Milik,NORTH,3500000000.0
4399,Jagakarsa,5,4,240,SHM - Sertifikat Hak Milik,SOUTH,2675000000.0
20419,Kebon Jeruk,2,2,44,SHM - Sertifikat Hak Milik,WEST,999000000.0
451,Bendungan Hilir,4,2,100,SHM - Sertifikat Hak Milik,CENTRAL,5500000000.0
18191,Cijantung,2,2,50,SHM - Sertifikat Hak Milik,EAST,930000000.0
14932,Pantai Indah Kapuk,3,3,220,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,6000000000.0
16373,Citra Garden,4,4,112,SHM - Sertifikat Hak Milik,WEST,3500000000.0
18405,Jakarta Garden City/JGC,4,4,90,SHM - Sertifikat Hak Milik,EAST,2300000000.0
9908,Sunter,4,4,200,SHM - Sertifikat Hak Milik,NORTH,3900000000.0
3308,Cengkareng,3,3,185,SHM - Sertifikat Hak Milik,WEST,2350000000.0
7536,Pulo Gebang,2,1,45,SHM - Sertifikat Hak Milik,EAST,1300000000.0
18370,Cakung,3,2,62,SHM - Sertifikat Hak Milik,EAST,1530000000.0
570,Gambir,3,2,50,SHM - Sertifikat Hak Milik,CENTRAL,650000000.0
6455,Jakarta Garden City/JGC,3,3,63,PPJB - Perjanjian Pengikatan Jual Beli,EAST,1700000000.0
3075,Kebon Jeruk,2,2,120,SHM - Sertifikat Hak Milik,WEST,1700000000.0
20269,Tanjung Duren,3,3,105,SHM - Sertifikat Hak Milik,WEST,1600000000.0
22066,Pantai Indah Kapuk,4,4,250,SHGB - Hak Guna Bangunan,NORTH,5000000000.0
21995,Kelapa Gading,4,3,111,SHM - Sertifikat Hak Milik,NORTH,3000000000.0
10353,Tanah Abang,2,1,36,SHM - Sertifikat Hak Milik,CENTRAL,185000000.0
19855,Citra Garden,3,2,120,SHM - Sertifikat Hak Milik,WEST,2500000000.0
1962,Kemayoran,2,2,63,SHM - Sertifikat Hak Milik,CENTRAL,1457866868.0
11829,Cengkareng,4,4,300,SHM - Sertifikat Hak Milik,WEST,5500000000.0
2367,Duri Kosambi,4,4,130,SHGB - Hak Guna Bangunan,WEST,2550000000.0
2478,Kali Deres,3,3,120,PPJB - Perjanjian Pengikatan Jual Beli,WEST,2300000000.0
7489,Cibubur,4,4,160,SHM - Sertifikat Hak Milik,EAST,2454000000.0
6644,Cibubur,3,2,80,SHM - Sertifikat Hak Milik,EAST,439000000.0
9144,Pantai Indah Kapuk,3,3,138,SHM - Sertifikat Hak Milik,NORTH,3300000000.0
7558,Cakung,2,2,69,SHM - Sertifikat Hak Milik,EAST,1850000000.0
17925,Cakung,3,3,120,SHM - Sertifikat Hak Milik,EAST,2675000000.0
2297,Kembangan,3,3,100,SHM - Sertifikat Hak Milik,WEST,2500000000.0
1915,Johar Baru,3,1,136,SHM - Sertifikat Hak Milik,CENTRAL,995000000.0
18452,Kelapa Gading,4,4,250,SHM - Sertifikat Hak Milik,NORTH,3990000000.0
7698,Pulomas,5,3,250,SHM - Sertifikat Hak Milik,EAST,6000000000.0
20187,Taman Ratu,2,2,200,SHM - Sertifikat Hak Milik,WEST,3300000000.0
8503,Pantai Indah Kapuk,5,4,140,SHGB - Hak Guna Bangunan,NORTH,5800000000.0
15283,Kapuk Muara,4,3,250,SHM - Sertifikat Hak Milik,NORTH,5850000000.0
20475,Kali Deres,3,3,145,SHGB - Hak Guna Bangunan,WEST,2600000000.0
7218,Ciracas,4,3,200,SHM - Sertifikat Hak Milik,EAST,3500000000.0
13447,Rawamangun,3,2,144,SHM - Sertifikat Hak Milik,EAST,2950000000.0
10224,Cempaka Putih,4,2,90,SHM - Sertifikat Hak Milik,CENTRAL,1530000000.0
14375,Sunter,3,3,260,SHM - Sertifikat Hak Milik,NORTH,3300000000.0
12717,Lubang Buaya,3,2,71,SHM - Sertifikat Hak Milik,EAST,750000000.0
1388,Gambir,5,4,275,SHM - Sertifikat Hak Milik,CENTRAL,4200000000.0
6498,Cibubur,3,1,40,SHM - Sertifikat Hak Milik,EAST,600000000.0
17105,Jelambar,4,3,130,SHM - Sertifikat Hak Milik,WEST,1800000000.0
9708,Kelapa Gading,5,4,310,SHM - Sertifikat Hak Milik,NORTH,5900000000.0
10888,Gambir,4,3,200,SHM - Sertifikat Hak Milik,CENTRAL,6500000000.0
3909,Kembangan,3,2,66,SHGB - Hak Guna Bangunan,WEST,2100000000.0
9602,Sunter,3,3,210,SHM - Sertifikat Hak Milik,NORTH,2800000000.0
22530,Kelapa Gading,4,4,250,SHM - Sertifikat Hak Milik,NORTH,4000000000.0
17413,Rawamangun,4,3,288,SHM - Sertifikat Hak Milik,EAST,2600000000.0
11044,Daan Mogot,3,3,250,SHM - Sertifikat Hak Milik,WEST,5000000000.0
6052,Jakarta Garden City/JGC,4,3,86,PPJB - Perjanjian Pengikatan Jual Beli,EAST,2000000000.0
18658,Kelapa Gading,2,1,75,SHM - Sertifikat Hak Milik,NORTH,1475000000.0
10225,Cempaka Putih,2,1,46,SHM - Sertifikat Hak Milik,CENTRAL,500000000.0
12120,Kali Deres,3,2,85,SHM - Sertifikat Hak Milik,WEST,2350000000.0
4319,Radio Dalam,5,4,288,SHM - Sertifikat Hak Milik,SOUTH,4300000000.0
16631,Tomang,3,2,240,SHGB - Hak Guna Bangunan,WEST,2200000000.0
7207,Kalisari,3,2,60,SHM - Sertifikat Hak Milik,EAST,862550000.0
16562,Kebon Jeruk,5,4,310,SHM - Sertifikat Hak Milik,WEST,3750000000.0
13102,Kota Wisata Cibubur,3,2,90,SHM - Sertifikat Hak Milik,EAST,950000000.0
13653,Cakung,3,4,147,PPJB - Perjanjian Pengikatan Jual Beli,EAST,6500000000.0
4789,Jagakarsa,3,4,170,SHM - Sertifikat Hak Milik,SOUTH,2200000000.0
21306,Condet,2,2,65,SHM - Sertifikat Hak Milik,EAST,720000000.0
12802,Pasar Rebo,4,3,130,SHM - Sertifikat Hak Milik,EAST,1650000000.0
12363,Pesanggrahan,4,4,300,SHM - Sertifikat Hak Milik,SOUTH,5650000000.0
15067,Kelapa Gading,3,2,72,SHM - Sertifikat Hak Milik,NORTH,1900000000.0
15806,Johar Baru,2,1,41,SHM - Sertifikat Hak Milik,CENTRAL,800000000.0
16820,Jelambar,4,4,230,SHM - Sertifikat Hak Milik,WEST,3600000000.0
16862,Jelambar,3,3,220,SHM - Sertifikat Hak Milik,WEST,1900000000.0
2293,Tanjung Duren,4,3,150,SHM - Sertifikat Hak Milik,WEST,3200000000.0
1436,Cempaka Putih,4,4,277,SHM - Sertifikat Hak Milik,CENTRAL,6500000000.0
14676,Tanjung Priok,3,2,140,SHM - Sertifikat Hak Milik,NORTH,800000000.0
11800,Cengkareng,3,2,60,SHM - Sertifikat Hak Milik,WEST,1500000000.0
7484,Cibubur,4,3,45,SHM - Sertifikat Hak Milik,EAST,800000000.0
6018,Cakung,4,2,250,SHM - Sertifikat Hak Milik,EAST,2550000000.0
1098,Sawah Besar,3,2,98,SHM - Sertifikat Hak Milik,CENTRAL,1350000000.0
6389,Pulo Gebang,3,1,100,SHM - Sertifikat Hak Milik,EAST,1400000000.0
18632,Pantai Indah Kapuk,2,2,79,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,2000000000.0
2609,Pegadungan,4,3,108,SHM - Sertifikat Hak Milik,WEST,4000000000.0
22461,Pantai Indah Kapuk,3,3,105,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,2400000000.0
10048,Gunung Sahari,4,3,270,SHM - Sertifikat Hak Milik,CENTRAL,2850000000.0
2586,Green Ville,3,2,69,SHM - Sertifikat Hak Milik,WEST,1512389999.0
6534,Cipayung,3,3,90,SHM - Sertifikat Hak Milik,EAST,1250000000.0
11786,Kali Deres,2,3,200,SHM - Sertifikat Hak Milik,WEST,2500000000.0
8825,Pantai Indah Kapuk,3,3,90,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,2230000000.0
57,Cempaka Putih,2,2,58,SHGB - Hak Guna Bangunan,CENTRAL,1050000000.0
15521,Roxy,4,2,130,SHM - Sertifikat Hak Milik,CENTRAL,3750000000.0
10164,Johar Baru,2,1,144,SHGB - Hak Guna Bangunan,CENTRAL,1000000000.0
20102,Taman Surya,3,2,100,SHGB - Hak Guna Bangunan,WEST,1950000000.0
20387,Jelambar,4,2,120,SHM - Sertifikat Hak Milik,WEST,2500000000.0
11091,Tomang,4,3,200,SHM - Sertifikat Hak Milik,WEST,2500000000.0
9711,Jl. Taman Sunter Indah,4,4,270,SHM - Sertifikat Hak Milik,NORTH,4250000000.0
3550,Kembangan,5,4,340,SHGB - Hak Guna Bangunan,WEST,4300000000.0
19575,Kemayoran,4,3,116,SHM - Sertifikat Hak Milik,CENTRAL,1650000000.0
14390,Pantai Indah Kapuk,4,4,209,PPJB - Perjanjian Pengikatan Jual Beli,NORTH,5200000000.0
18715,Kapuk,3,2,288,SHM - Sertifikat Hak Milik,NORTH,3750000000.0
2704,Kali Deres,2,2,47,SHGB - Hak Guna Bangunan,WEST,500000000.0
1439,Cempaka Putih,5,3,230,SHM - Sertifikat Hak Milik,CENTRAL,2650000000.0
